horario;local;modelo_celular;ultimo_valor_capturado;idade;sexo
08:30:00;Metrô Brigadeiro;Samsung Galaxy A52;142;24;Masculino
18:00:00;Shopping Cidade São Paulo;iPhone 11;472.2;62;Masculino
07:30:00;Shopping Cidade São Paulo;iPhone 14 Pro;294.83;16;Outro
12:30:00;MASP;Xiaomi Redmi Note 11;61.62;65;Feminino
07:30:00;MASP;Samsung Galaxy A52;233.28;49;Masculino
07:30:00;MASP;Realme C35;86.39;23;Outro
13:15:00;Ponto de ônibus Pamplona;iPhone SE;478.37;27;Masculino
17:45:00;Metrô Brigadeiro;Motorola G60;499.33;51;Feminino
20:00:00;Metrô Brigadeiro;Realme C35;69.42;18;Feminino
10:00:00;Metrô Brigadeiro;Realme C35;276.94;27;Outro
18:00:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;273.79;21;Masculino
07:30:00;Metrô Brigadeiro;Samsung S21;88.85;17;Feminino
10:00:00;MASP;iPhone SE;459.89;16;Outro
07:30:00;Esquina Av. Consolação;iPhone SE;274.63;53;Masculino
12:45:00;Metrô Brigadeiro;iPhone 11;203.74;56;Outro
08:15:00;Shopping Pátio Paulista;Motorola G60;78.38;23;Outro
13:00:00;MASP;Samsung S21;84.62;60;Masculino
19:45:00;Metrô Trianon-Masp;Realme C35;369.83;65;Feminino
12:15:00;Esquina Av. Consolação;iPhone 14 Pro;289.1;57;Masculino
18:00:00;Esquina Rua da Paz;Samsung Galaxy A52;380.4;16;Feminino
17:15:00;Ponto de ônibus Pamplona;Samsung S21;366.35;69;Outro
14:30:00;Metrô Brigadeiro;Samsung Galaxy A52;42.41;49;Masculino
13:00:00;Shopping Pátio Paulista;Samsung S21;54.86;26;Outro
18:15:00;Metrô Trianon-Masp;Samsung S21;298.28;33;Masculino
09:30:00;Esquina Av. Consolação;Motorola G60;314.89;40;Masculino
12:30:00;Ponto de ônibus Pamplona;iPhone 14 Pro;386.03;26;Masculino
19:45:00;Shopping Cidade São Paulo;Samsung Galaxy A52;400.83;34;Outro
08:15:00;Esquina Av. Consolação;iPhone 13;167.3;47;Masculino
11:15:00;Metrô Brigadeiro;Samsung Galaxy A52;139.22;33;Masculino
10:15:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;368.85;53;Feminino
06:15:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;399.43;18;Masculino
13:00:00;Shopping Pátio Paulista;iPhone SE;46.63;47;Feminino
17:45:00;Esquina Av. Consolação;Realme C35;118.67;70;Masculino
17:30:00;Metrô Brigadeiro;Samsung Galaxy A52;467.34;22;Feminino
11:15:00;Ponto de ônibus Augusta;iPhone 11;440.59;47;Masculino
09:30:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;286.76;31;Masculino
07:00:00;Shopping Cidade São Paulo;Samsung S21;415.79;37;Outro
09:15:00;Esquina Rua da Paz;Samsung S21;225.45;43;Outro
19:15:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;291.94;50;Outro
13:00:00;Esquina Av. Consolação;Samsung Galaxy A52;121.15;35;Outro
18:15:00;Esquina Rua da Paz;iPhone 13;13.98;44;Outro
15:45:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;150.85;22;Outro
10:00:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;316.23;33;Feminino
13:30:00;Esquina Av. Consolação;Samsung Galaxy A52;384.41;25;Masculino
09:00:00;Esquina Rua da Paz;Samsung Galaxy A52;375.72;35;Feminino
18:15:00;Metrô Brigadeiro;Realme C35;264.87;50;Feminino
08:00:00;Metrô Consolação;iPhone 14 Pro;278.36;35;Feminino
07:30:00;Shopping Cidade São Paulo;iPhone 13;288.39;47;Masculino
17:30:00;Metrô Consolação;iPhone 11;408.56;50;Outro
13:30:00;MASP;Motorola G60;300.74;23;Feminino
19:30:00;Metrô Brigadeiro;iPhone 12;129.42;46;Feminino
07:00:00;Esquina Av. Consolação;Samsung S21;496.91;49;Feminino
07:30:00;Esquina Av. Consolação;Motorola G60;75.4;70;Feminino
18:45:00;Esquina Rua da Paz;iPhone 11;22.69;53;Feminino
07:30:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;471.26;20;Feminino
15:45:00;Shopping Pátio Paulista;Realme C35;136.4;70;Outro
16:15:00;Esquina Rua da Paz;iPhone SE;182.69;43;Outro
17:30:00;Esquina Rua da Paz;Samsung S21;348.19;51;Outro
16:15:00;Ponto de ônibus Pamplona;iPhone 14 Pro;35.57;60;Masculino
07:30:00;Metrô Consolação;Realme C35;16.02;68;Masculino
17:00:00;Esquina Rua da Paz;Samsung S21;120.53;56;Outro
13:15:00;Ponto de ônibus Pamplona;Realme C35;469.96;39;Masculino
11:30:00;Esquina Av. Consolação;Realme C35;389.74;65;Outro
20:30:00;Ponto de ônibus Pamplona;Samsung Galaxy A52;145.84;55;Outro
08:15:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;474.26;37;Feminino
19:45:00;Shopping Pátio Paulista;iPhone SE;446.27;39;Outro
10:45:00;Shopping Cidade São Paulo;Motorola G60;158.58;70;Masculino
18:00:00;MASP;Realme C35;206.72;27;Feminino
17:15:00;Shopping Pátio Paulista;Samsung Galaxy A52;213.83;42;Outro
14:00:00;Esquina Rua da Paz;iPhone SE;349.42;23;Masculino
08:30:00;Esquina Av. Consolação;iPhone 11;463.57;48;Feminino
17:00:00;Ponto de ônibus Augusta;Samsung S21;95.91;65;Masculino
07:00:00;Shopping Cidade São Paulo;Motorola G60;459.08;18;Feminino
13:00:00;Ponto de ônibus Pamplona;Samsung S21;224.88;27;Masculino
17:45:00;Shopping Pátio Paulista;iPhone SE;393.62;47;Masculino
13:15:00;MASP;Samsung Galaxy A52;496.5;65;Masculino
11:00:00;Ponto de ônibus Augusta;Samsung S21;285.63;51;Feminino
16:30:00;Shopping Pátio Paulista;Realme C35;66.64;64;Masculino
06:00:00;Shopping Cidade São Paulo;Motorola G60;392.01;17;Outro
20:45:00;Shopping Pátio Paulista;Motorola G60;174.43;59;Outro
06:15:00;Metrô Consolação;Motorola G60;217.11;48;Masculino
10:30:00;Shopping Pátio Paulista;iPhone 13;431.67;55;Feminino
13:00:00;Shopping Cidade São Paulo;iPhone 12;94.17;33;Outro
07:00:00;Esquina Rua da Paz;Samsung S21;460.73;28;Outro
11:30:00;Shopping Pátio Paulista;Realme C35;378.78;48;Feminino
07:00:00;Metrô Consolação;Samsung S21;357.82;59;Feminino
13:00:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;259.83;47;Masculino
07:45:00;Ponto de ônibus Pamplona;iPhone SE;204.31;27;Outro
17:30:00;Esquina Rua da Paz;iPhone SE;251.26;26;Masculino
08:15:00;Shopping Cidade São Paulo;iPhone SE;446.89;25;Masculino
18:15:00;Ponto de ônibus Augusta;iPhone 11;93.78;46;Feminino
11:45:00;Metrô Brigadeiro;Realme C35;157.11;67;Outro
13:45:00;Metrô Consolação;Motorola G60;297.01;63;Masculino
21:30:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;461.76;43;Outro
17:45:00;Metrô Trianon-Masp;Samsung S21;290.38;45;Masculino
18:45:00;Metrô Consolação;Motorola G60;241.42;69;Masculino
11:30:00;Esquina Av. Consolação;iPhone SE;472.15;43;Masculino
11:15:00;Esquina Av. Consolação;Samsung S21;158.76;54;Masculino
17:45:00;Metrô Consolação;iPhone 13;251.17;35;Masculino
12:30:00;Esquina Av. Consolação;Realme C35;413.03;59;Masculino
07:45:00;Metrô Trianon-Masp;iPhone 12;184.31;37;Outro
08:30:00;MASP;Motorola G60;53.97;60;Outro
13:00:00;Ponto de ônibus Augusta;Samsung S21;229.93;54;Feminino
12:15:00;Metrô Brigadeiro;iPhone 13;235.64;40;Masculino
18:00:00;MASP;Motorola G60;307.04;17;Outro
12:45:00;Shopping Pátio Paulista;Samsung Galaxy A52;106.37;49;Masculino
08:45:00;Shopping Cidade São Paulo;iPhone 12;232.15;42;Masculino
08:45:00;Esquina Av. Consolação;iPhone 14 Pro;189.69;59;Feminino
08:15:00;Ponto de ônibus Augusta;Realme C35;448.32;34;Feminino
07:00:00;Esquina Rua da Paz;Motorola G60;391.75;38;Masculino
13:30:00;Metrô Trianon-Masp;iPhone SE;82.02;16;Feminino
17:15:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;298.85;43;Feminino
18:30:00;MASP;Motorola G60;108.09;26;Outro
18:45:00;Esquina Rua da Paz;iPhone 13;360.78;37;Masculino
09:00:00;Metrô Brigadeiro;Realme C35;252.54;45;Masculino
19:15:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;158.91;68;Masculino
16:45:00;Esquina Rua da Paz;iPhone 14 Pro;379.01;49;Outro
12:00:00;Metrô Trianon-Masp;Samsung Galaxy A52;138.86;70;Outro
19:30:00;MASP;iPhone 11;34.75;41;Outro
13:15:00;Esquina Rua da Paz;Motorola G60;19.34;28;Outro
16:15:00;Ponto de ônibus Pamplona;Realme C35;403.33;52;Masculino
08:15:00;MASP;Samsung S21;77.2;22;Feminino
07:45:00;Esquina Rua da Paz;Samsung S21;161.55;27;Masculino
17:45:00;Shopping Cidade São Paulo;Realme C35;376.52;56;Outro
18:30:00;Metrô Consolação;Samsung S21;439.55;50;Masculino
08:30:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;464.46;34;Outro
18:00:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;337.33;48;Feminino
21:15:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;378.12;37;Outro
16:15:00;Metrô Consolação;Realme C35;215.65;26;Outro
08:00:00;Esquina Av. Consolação;Samsung S21;488.3;42;Feminino
20:00:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;470.3;23;Feminino
18:15:00;Shopping Pátio Paulista;Samsung S21;69.87;31;Masculino
16:45:00;Shopping Pátio Paulista;Samsung Galaxy A52;104.65;29;Masculino
07:15:00;Ponto de ônibus Augusta;Samsung S21;48.66;24;Feminino
17:45:00;Esquina Av. Consolação;Samsung S21;34.76;52;Masculino
17:45:00;Ponto de ônibus Augusta;Samsung Galaxy A52;324.1;33;Outro
18:45:00;Shopping Pátio Paulista;Samsung S21;182.94;53;Feminino
08:00:00;Metrô Consolação;iPhone 14 Pro;234.31;61;Outro
07:00:00;Shopping Cidade São Paulo;Realme C35;252.92;63;Outro
06:15:00;Shopping Cidade São Paulo;Motorola G60;43.09;53;Outro
12:30:00;Shopping Pátio Paulista;iPhone 12;19.54;51;Masculino
11:15:00;Esquina Av. Consolação;iPhone SE;57.24;27;Masculino
19:00:00;Metrô Brigadeiro;Samsung Galaxy A52;323.14;57;Feminino
10:15:00;MASP;Xiaomi Redmi Note 11;368.44;69;Outro
07:15:00;MASP;Realme C35;375.69;30;Outro
16:45:00;Shopping Cidade São Paulo;Samsung S21;170.07;25;Outro
09:45:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;49.44;57;Outro
17:15:00;Metrô Brigadeiro;Samsung S21;364.01;31;Feminino
11:30:00;Metrô Consolação;iPhone 13;359.17;63;Outro
17:15:00;Esquina Av. Consolação;iPhone 12;487.22;69;Masculino
12:30:00;Esquina Rua da Paz;iPhone SE;256.81;24;Feminino
10:30:00;Ponto de ônibus Augusta;iPhone 11;195.36;26;Masculino
13:00:00;Esquina Av. Consolação;iPhone SE;259.84;56;Outro
08:15:00;Ponto de ônibus Pamplona;iPhone 12;456.33;35;Feminino
14:15:00;Shopping Pátio Paulista;iPhone SE;418.15;24;Feminino
18:45:00;Metrô Brigadeiro;Realme C35;270.06;53;Feminino
20:45:00;MASP;Realme C35;420.26;22;Outro
10:15:00;Metrô Brigadeiro;iPhone 11;356.82;33;Feminino
07:30:00;Metrô Consolação;Samsung Galaxy A52;314.74;24;Outro
17:45:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;193.54;46;Outro
11:15:00;Ponto de ônibus Pamplona;Motorola G60;97.37;25;Masculino
15:15:00;MASP;iPhone 12;90.47;29;Outro
12:15:00;Metrô Consolação;Samsung S21;148.72;28;Masculino
18:30:00;MASP;Realme C35;144.73;69;Masculino
18:15:00;Metrô Brigadeiro;Samsung Galaxy A52;445.64;68;Outro
08:15:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;326.96;65;Masculino
20:30:00;MASP;Xiaomi Redmi Note 11;267.63;68;Outro
13:30:00;Metrô Brigadeiro;Samsung Galaxy A52;316.82;17;Feminino
20:45:00;Shopping Pátio Paulista;iPhone 12;229.05;45;Feminino
14:15:00;Metrô Trianon-Masp;Realme C35;214.62;60;Feminino
12:00:00;Esquina Rua da Paz;Samsung Galaxy A52;330.64;41;Outro
14:15:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;274.02;43;Feminino
08:15:00;Ponto de ônibus Augusta;Samsung S21;296.45;32;Feminino
17:30:00;Metrô Consolação;Realme C35;343.67;28;Outro
17:00:00;Shopping Pátio Paulista;Samsung Galaxy A52;77.79;49;Masculino
17:15:00;Shopping Pátio Paulista;Samsung Galaxy A52;249.76;49;Masculino
11:30:00;Metrô Consolação;iPhone SE;417.54;61;Outro
12:15:00;Shopping Pátio Paulista;iPhone 14 Pro;279.91;53;Masculino
08:00:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;225.49;55;Outro
17:30:00;MASP;Motorola G60;261.56;65;Outro
12:15:00;Ponto de ônibus Pamplona;iPhone 12;25.3;49;Feminino
08:30:00;Metrô Brigadeiro;Realme C35;338.65;32;Masculino
07:30:00;Metrô Consolação;Realme C35;238.67;60;Feminino
17:30:00;Ponto de ônibus Pamplona;Motorola G60;435.89;68;Feminino
12:15:00;Ponto de ônibus Augusta;Samsung S21;450.65;27;Feminino
15:45:00;Metrô Consolação;iPhone 11;393.17;23;Feminino
18:15:00;Esquina Rua da Paz;Motorola G60;470.89;69;Outro
15:45:00;Shopping Cidade São Paulo;Samsung S21;387.48;37;Masculino
07:45:00;Ponto de ônibus Augusta;iPhone 12;203.43;58;Masculino
19:15:00;Metrô Consolação;Motorola G60;416.52;20;Feminino
17:30:00;Metrô Trianon-Masp;Motorola G60;192.08;53;Feminino
08:00:00;Metrô Consolação;Samsung S21;225.79;67;Feminino
13:45:00;Metrô Trianon-Masp;Motorola G60;144.26;39;Outro
22:00:00;Shopping Pátio Paulista;Samsung S21;279.07;37;Masculino
18:00:00;MASP;Xiaomi Redmi Note 11;114.65;48;Outro
12:45:00;Ponto de ônibus Augusta;Realme C35;215.37;38;Masculino
06:45:00;Esquina Av. Consolação;iPhone 13;325.51;67;Outro
11:00:00;Esquina Rua da Paz;iPhone 11;10.68;52;Outro
07:30:00;Metrô Consolação;Realme C35;296.33;33;Masculino
20:00:00;Metrô Consolação;Realme C35;202.62;66;Outro
16:15:00;MASP;Samsung S21;333.96;44;Masculino
22:00:00;Metrô Brigadeiro;Motorola G60;98.64;64;Outro
12:30:00;Metrô Consolação;Motorola G60;359.78;52;Masculino
08:45:00;Ponto de ônibus Augusta;Motorola G60;153.06;32;Outro
20:30:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;172.51;19;Masculino
08:15:00;Metrô Brigadeiro;Samsung Galaxy A52;170.11;49;Feminino
07:45:00;Metrô Consolação;iPhone 14 Pro;302.08;60;Masculino
07:15:00;MASP;Realme C35;220.02;50;Feminino
15:45:00;Metrô Trianon-Masp;Samsung Galaxy A52;478.68;31;Outro
21:30:00;MASP;iPhone SE;435.41;27;Feminino
16:30:00;Esquina Rua da Paz;Samsung Galaxy A52;426.37;17;Feminino
08:15:00;Esquina Rua da Paz;Samsung Galaxy A52;146.75;26;Feminino
15:45:00;Esquina Rua da Paz;Motorola G60;230.89;66;Outro
17:00:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;310.73;32;Masculino
10:00:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;213.27;39;Feminino
07:00:00;Ponto de ônibus Augusta;iPhone 11;201.69;40;Feminino
18:30:00;Esquina Av. Consolação;Samsung S21;186.12;21;Outro
12:45:00;Ponto de ônibus Augusta;Motorola G60;308.73;56;Masculino
16:30:00;Metrô Trianon-Masp;iPhone 12;66.17;26;Masculino
07:45:00;MASP;Realme C35;122.25;52;Feminino
07:15:00;Ponto de ônibus Pamplona;Motorola G60;463.56;46;Masculino
17:15:00;Ponto de ônibus Pamplona;Samsung Galaxy A52;340.33;26;Masculino
08:00:00;Metrô Trianon-Masp;iPhone 11;367.71;41;Outro
19:45:00;Shopping Cidade São Paulo;Samsung S21;82.85;61;Masculino
07:15:00;Ponto de ônibus Pamplona;Samsung S21;73.02;27;Feminino
17:00:00;Metrô Consolação;Xiaomi Redmi Note 11;149.44;55;Feminino
18:00:00;Ponto de ônibus Augusta;Samsung S21;36.92;70;Feminino
07:45:00;Shopping Pátio Paulista;Samsung S21;394.44;52;Outro
07:45:00;Metrô Brigadeiro;Realme C35;116.08;43;Masculino
08:00:00;Shopping Pátio Paulista;iPhone 14 Pro;490.85;28;Outro
16:00:00;Shopping Cidade São Paulo;Motorola G60;42.33;61;Outro
11:45:00;Metrô Brigadeiro;Xiaomi Redmi Note 11;453.85;31;Feminino
18:15:00;Ponto de ônibus Pamplona;Samsung S21;496.47;64;Outro
19:30:00;Metrô Consolação;Samsung S21;30.43;60;Masculino
18:45:00;Esquina Rua da Paz;Motorola G60;488.76;17;Outro
21:45:00;Metrô Consolação;iPhone 14 Pro;335.21;55;Masculino
12:30:00;Metrô Consolação;Motorola G60;16.66;66;Feminino
13:45:00;Metrô Consolação;iPhone 14 Pro;277.06;39;Masculino
06:30:00;Metrô Brigadeiro;Xiaomi Redmi Note 11;411.51;18;Outro
07:15:00;Metrô Trianon-Masp;Samsung S21;424.72;56;Masculino
17:00:00;Shopping Cidade São Paulo;Samsung Galaxy A52;144.55;60;Outro
07:15:00;Metrô Brigadeiro;Realme C35;20.89;67;Outro
07:00:00;Shopping Pátio Paulista;Motorola G60;313.77;40;Masculino
12:45:00;Ponto de ônibus Augusta;Motorola G60;221.43;29;Feminino
07:00:00;Ponto de ônibus Pamplona;Samsung S21;98.63;51;Masculino
12:30:00;Metrô Consolação;Xiaomi Redmi Note 11;129.27;22;Feminino
08:30:00;Shopping Cidade São Paulo;iPhone 11;339.92;48;Outro
09:45:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;342.84;47;Outro
08:00:00;Shopping Pátio Paulista;iPhone 14 Pro;225.23;54;Feminino
18:00:00;Shopping Cidade São Paulo;Realme C35;33.99;40;Outro
17:15:00;Shopping Cidade São Paulo;iPhone SE;191.5;37;Masculino
12:30:00;Metrô Brigadeiro;Xiaomi Redmi Note 11;498.08;62;Outro
12:30:00;MASP;iPhone 11;24.84;45;Masculino
12:30:00;Metrô Consolação;Motorola G60;42.1;20;Masculino
08:45:00;Ponto de ônibus Augusta;Realme C35;192.03;24;Masculino
11:30:00;Shopping Pátio Paulista;Realme C35;311.37;30;Feminino
13:45:00;Shopping Pátio Paulista;iPhone 13;274.78;59;Outro
18:45:00;Esquina Rua da Paz;Realme C35;58.22;34;Masculino
09:15:00;Esquina Av. Consolação;Samsung S21;390.23;18;Outro
07:30:00;Esquina Rua da Paz;Samsung S21;403.53;39;Feminino
18:15:00;Esquina Av. Consolação;Realme C35;132.35;44;Masculino
07:15:00;MASP;Samsung S21;131.33;66;Feminino
18:45:00;Esquina Av. Consolação;Samsung S21;80.24;30;Masculino
06:45:00;Metrô Brigadeiro;iPhone SE;352.12;39;Feminino
18:30:00;Shopping Cidade São Paulo;Motorola G60;225.53;65;Outro
08:00:00;MASP;Samsung S21;422.18;67;Masculino
18:45:00;Shopping Cidade São Paulo;Samsung Galaxy A52;177.37;39;Masculino
18:00:00;Metrô Brigadeiro;Realme C35;21.33;25;Outro
18:45:00;MASP;Samsung S21;113.76;34;Feminino
07:00:00;Esquina Rua da Paz;Realme C35;69.58;42;Outro
18:15:00;Metrô Trianon-Masp;Samsung Galaxy A52;475.86;20;Masculino
14:45:00;Ponto de ônibus Pamplona;iPhone 11;103.68;56;Feminino
17:45:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;39.13;68;Masculino
09:30:00;Esquina Rua da Paz;Samsung Galaxy A52;359.53;40;Masculino
16:15:00;Metrô Trianon-Masp;Realme C35;452.48;64;Masculino
07:45:00;Metrô Consolação;Xiaomi Redmi Note 11;462.89;64;Masculino
18:00:00;Shopping Pátio Paulista;iPhone 12;305.39;60;Masculino
08:15:00;Ponto de ônibus Augusta;Samsung S21;81.43;67;Outro
14:15:00;Shopping Cidade São Paulo;Samsung S21;279.3;28;Masculino
18:15:00;Metrô Brigadeiro;Samsung Galaxy A52;51.23;32;Masculino
18:15:00;Ponto de ônibus Pamplona;Realme C35;327.81;64;Feminino
14:45:00;Shopping Pátio Paulista;Samsung Galaxy A52;199.28;26;Masculino
08:45:00;Ponto de ônibus Pamplona;Motorola G60;188.81;61;Feminino
07:30:00;Shopping Pátio Paulista;Samsung S21;438.57;51;Feminino
15:15:00;Ponto de ônibus Augusta;Samsung Galaxy A52;210.53;18;Outro
18:45:00;Shopping Pátio Paulista;iPhone 12;404.52;17;Masculino
13:30:00;Ponto de ônibus Augusta;Motorola G60;359.57;28;Feminino
09:30:00;Metrô Trianon-Masp;Samsung Galaxy A52;284.84;39;Masculino
13:15:00;Ponto de ônibus Pamplona;Realme C35;24.98;20;Feminino
11:15:00;Esquina Rua da Paz;Motorola G60;146.65;25;Outro
16:45:00;Ponto de ônibus Pamplona;Realme C35;106.84;61;Masculino
16:15:00;MASP;Motorola G60;61.9;63;Masculino
12:45:00;Metrô Brigadeiro;Samsung S21;188.31;55;Masculino
17:30:00;Esquina Rua da Paz;iPhone 14 Pro;131.64;51;Outro
06:45:00;Metrô Consolação;Samsung Galaxy A52;401.67;33;Outro
18:45:00;Esquina Rua da Paz;iPhone 11;362.56;43;Feminino
06:15:00;Esquina Rua da Paz;Realme C35;439.68;16;Outro
15:45:00;Esquina Rua da Paz;Samsung S21;388.53;42;Feminino
06:45:00;Metrô Brigadeiro;Xiaomi Redmi Note 11;390.73;60;Feminino
10:30:00;Esquina Rua da Paz;iPhone SE;408.73;51;Outro
17:30:00;Metrô Consolação;iPhone 14 Pro;489.44;26;Outro
07:30:00;Metrô Consolação;Samsung Galaxy A52;147.41;37;Feminino
13:00:00;Shopping Cidade São Paulo;iPhone 12;123.59;19;Outro
20:45:00;Metrô Brigadeiro;iPhone 12;479.56;43;Feminino
19:45:00;Metrô Brigadeiro;Realme C35;373.73;40;Outro
12:00:00;Metrô Consolação;iPhone 11;304.9;65;Feminino
12:15:00;Metrô Brigadeiro;Realme C35;215.62;34;Outro
17:00:00;Metrô Consolação;Xiaomi Redmi Note 11;25.65;57;Feminino
08:30:00;MASP;Samsung S21;434.49;61;Outro
07:30:00;Shopping Pátio Paulista;Samsung S21;443.37;63;Outro
11:00:00;Esquina Rua da Paz;Samsung S21;55.24;52;Masculino
18:45:00;Esquina Av. Consolação;Motorola G60;25.73;55;Masculino
18:30:00;Metrô Trianon-Masp;Samsung Galaxy A52;299.59;46;Masculino
13:00:00;Esquina Rua da Paz;Realme C35;316.47;38;Masculino
08:00:00;Shopping Cidade São Paulo;Samsung S21;351.22;52;Feminino
18:30:00;Shopping Pátio Paulista;Realme C35;14.03;59;Feminino
08:45:00;Esquina Rua da Paz;Samsung Galaxy A52;351.36;52;Outro
17:15:00;Shopping Pátio Paulista;iPhone SE;69.35;32;Outro
08:15:00;Metrô Brigadeiro;Motorola G60;247.51;29;Feminino
18:45:00;Ponto de ônibus Augusta;Samsung Galaxy A52;252.2;37;Feminino
18:15:00;Esquina Rua da Paz;Samsung S21;115.75;33;Outro
07:00:00;Shopping Pátio Paulista;Realme C35;241.64;16;Masculino
13:30:00;Metrô Consolação;iPhone 12;281.5;57;Feminino
18:45:00;Metrô Consolação;Motorola G60;123.7;61;Feminino
08:45:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;92.59;31;Feminino
07:00:00;Esquina Av. Consolação;Realme C35;170.89;41;Feminino
17:00:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;286.08;65;Feminino
06:00:00;Shopping Cidade São Paulo;Realme C35;94.71;57;Masculino
18:00:00;Metrô Trianon-Masp;iPhone SE;158.47;51;Outro
13:45:00;Shopping Pátio Paulista;iPhone 13;267.64;66;Feminino
09:15:00;Esquina Rua da Paz;Realme C35;44.74;35;Feminino
08:15:00;Ponto de ônibus Augusta;Samsung S21;98.3;25;Feminino
17:30:00;Shopping Pátio Paulista;iPhone SE;468.79;68;Masculino
08:30:00;Ponto de ônibus Augusta;Samsung Galaxy A52;383.01;68;Masculino
13:00:00;Metrô Consolação;Samsung Galaxy A52;187.28;30;Feminino
08:30:00;Shopping Cidade São Paulo;Realme C35;343.95;38;Outro
12:15:00;Metrô Brigadeiro;iPhone 12;123.2;51;Outro
08:00:00;Shopping Pátio Paulista;Samsung S21;200.84;36;Feminino
11:00:00;Ponto de ônibus Augusta;Samsung Galaxy A52;107.12;35;Feminino
10:45:00;Metrô Consolação;Samsung S21;108.88;35;Outro
07:00:00;Shopping Pátio Paulista;Motorola G60;51.91;55;Feminino
17:30:00;Ponto de ônibus Pamplona;iPhone 14 Pro;160.68;57;Masculino
16:15:00;Esquina Av. Consolação;Realme C35;321.34;39;Masculino
20:45:00;Ponto de ônibus Augusta;iPhone 12;410.99;69;Outro
12:00:00;Metrô Trianon-Masp;Samsung Galaxy A52;57.41;24;Outro
12:15:00;Esquina Rua da Paz;Samsung S21;266.82;43;Masculino
18:30:00;MASP;Samsung Galaxy A52;218.84;57;Masculino
16:30:00;Metrô Consolação;Samsung Galaxy A52;499.29;55;Masculino
18:00:00;Esquina Av. Consolação;Motorola G60;432.53;36;Outro
15:30:00;Metrô Brigadeiro;Samsung S21;430.6;26;Feminino
13:00:00;Shopping Cidade São Paulo;Realme C35;83.45;52;Outro
12:00:00;Metrô Consolação;Motorola G60;115.49;31;Masculino
18:30:00;Shopping Pátio Paulista;Realme C35;53.05;68;Outro
19:15:00;Ponto de ônibus Augusta;iPhone 11;261.28;21;Outro
21:00:00;Ponto de ônibus Pamplona;Motorola G60;120.34;31;Masculino
10:30:00;MASP;iPhone 11;323.7;50;Feminino
18:30:00;Ponto de ônibus Pamplona;iPhone SE;31.83;25;Feminino
12:15:00;Shopping Pátio Paulista;iPhone SE;270.67;18;Feminino
21:45:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;377.94;36;Outro
12:15:00;Ponto de ônibus Augusta;Realme C35;63.56;19;Outro
21:15:00;Esquina Rua da Paz;Samsung S21;287.12;45;Feminino
13:30:00;Ponto de ônibus Pamplona;Samsung Galaxy A52;256.17;61;Outro
09:15:00;Metrô Brigadeiro;iPhone 12;331.35;31;Masculino
13:30:00;Metrô Trianon-Masp;Samsung Galaxy A52;342.84;65;Outro
18:15:00;Ponto de ônibus Augusta;iPhone 14 Pro;155.52;70;Feminino
08:00:00;Esquina Rua da Paz;iPhone 12;348.34;60;Masculino
08:15:00;Metrô Trianon-Masp;Samsung S21;455.96;57;Feminino
07:15:00;Ponto de ônibus Augusta;Motorola G60;20.74;41;Outro
07:15:00;Ponto de ônibus Augusta;iPhone 13;84.61;49;Outro
12:45:00;Metrô Consolação;Xiaomi Redmi Note 11;152.83;39;Masculino
06:30:00;Esquina Av. Consolação;Samsung S21;331.24;58;Outro
20:45:00;Metrô Trianon-Masp;Motorola G60;412.12;41;Outro
15:00:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;121.09;57;Masculino
10:45:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;168.32;30;Masculino
13:45:00;Ponto de ônibus Pamplona;iPhone 13;271.95;35;Feminino
19:15:00;Esquina Rua da Paz;Motorola G60;185.17;19;Outro
